instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_anomaly,temp_c,atemp_c,hum_pct,windspeed_kmh,season_lbl,weather_lbl,casual_share,registered_share
138,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,0,22.55,26.3579,87.0,13.499964,Summer,Mist,13.90402075226978,86.09597924773023
139,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,0,21.764153,25.537100000000002,82.9583,7.250271000000001,Summer,Mist,16.065573770491802,83.93442622950819
140,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909,4008,4917,0,22.003347,26.4521,71.9583,8.375871,Summer,Clear,18.48688224527151,81.5131177547285
141,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,0,24.7025,28.59875,62.6667,8.083549999999999,Summer,Clear,38.897502153316104,61.10249784668389
142,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660,0,24.770847,28.725,74.9583,9.916536,Summer,Clear,33.81974248927039,66.18025751072962
143,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,836,3438,4274,0,25.898346999999998,29.5148,81.0,15.667413999999999,Summer,Mist,19.560131024801123,80.43986897519888
144,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659,3833,4492,0,27.060000000000002,30.240650000000002,74.0833,13.875164,Summer,Mist,14.67052537845058,85.32947462154942
145,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740,4238,4978,0,27.094153,30.7771,69.625,10.333611000000001,Summer,Clear,14.865407794294896,85.1345922057051
146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758,3919,4677,0,29.041653,32.7344,67.75,13.376014,Summer,Clear,16.206970280094076,83.79302971990592
147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679,0,27.948347000000002,31.8504,65.375,16.125493,Summer,Clear,18.61508869416542,81.38491130583458
148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,0,26.889153,30.61895,72.9583,15.416164,Summer,Clear,42.055485498108446,57.944514501891554
149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,0,27.3675,30.777500000000003,81.875,14.333846,Summer,Clear,49.18546365914787,50.814536340852136
150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098,0,30.066653000000002,33.5546,68.5,8.792075,Summer,Clear,37.79892630551488,62.20107369448511
151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673,3309,3982,0,31.775000000000002,36.26915,63.6667,7.459042999999999,Summer,Clear,16.90105474635861,83.09894525364139
152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974,0,31.330847000000002,36.04835,67.7083,13.875164,Summer,Mist,12.908907901358832,87.09109209864117
153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968,0,29.314999999999998,32.1971,30.5,19.583229000000003,Summer,Clear,14.814814814814813,85.18518518518519
154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,0,25.419999999999998,29.356650000000002,35.4167,16.959107,Summer,Clear,16.90512048192771,83.09487951807229
155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,0,26.035,29.7348,45.625,8.250514,Summer,Clear,34.986896293523024,65.01310370647697
156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,0,26.581653000000003,30.8402,65.25,9.292364000000001,Summer,Mist,34.34569914390542,65.65430085609458
157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,0,27.811653,31.0929,60.0,8.167032,Summer,Clear,14.797713280562885,85.20228671943711
158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,0,29.0075,32.7975,59.791700000000006,12.583136,Summer,Clear,15.787295675563831,84.21270432443617
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,0,31.809153,36.36395,62.20830000000001,9.166739,Summer,Clear,15.360145421495114,84.63985457850488
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,0,33.141653,37.87895,56.833299999999994,10.042161,Summer,Mist,14.38058748403576,85.61941251596424
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586,0,30.955000000000002,35.1646,60.5,9.417118,Summer,Clear,17.771478412559965,82.22852158744004
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,0,29.724999999999998,33.901900000000005,65.45830000000001,10.374949999999998,Summer,Clear,34.81675392670157,65.18324607329843
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,0,28.392500000000002,32.166250000000005,74.7917,10.958988999999999,Summer,Clear,32.89237668161435,67.10762331838565
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,0,26.035,30.082700000000003,49.4583,20.45845,Summer,Clear,17.191235059760956,82.80876494023904
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,0,24.770847,29.5773,50.708299999999994,18.041961,Summer,Clear,14.864035984461255,85.13596401553875
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,0,25.693347,29.3877,47.1667,11.250104,Summer,Clear,14.845559845559844,85.15444015444015
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,0,25.761653000000003,29.767300000000002,68.8333,13.833556999999999,Summer,Mist,14.467746217148925,85.53225378285107
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,0,26.615847000000002,30.01915,73.5833,9.582942999999998,Summer,Clear,17.81585466556565,82.18414533443436
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,0,28.563347,32.197700000000005,67.0417,8.000336,Summer,Clear,35.299863254541904,64.7001367454581
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,0,28.665847,32.292300000000004,66.6667,6.834,Summer,Mist,34.548903878583474,65.45109612141653
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,0,26.035,29.767300000000002,74.625,10.416825,Summer,Mist,17.43142144638404,82.56857855361595
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,0,27.914153000000002,31.8823,77.0417,11.458675000000001,Fall,Mist,16.008273009307135,83.99172699069285
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,0,30.066653000000002,34.69145,70.75,11.541554,Fall,Clear,14.666074994453075,85.33392500554693
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,0,29.861653,34.69165,70.3333,15.999868,Fall,Mist,15.5741127348643,84.4258872651357
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,0,29.690847,32.82915,57.3333,14.875675,Fall,Clear,19.41494690442797,80.58505309557204
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,0,28.494999999999997,32.16565,48.3333,14.041257,Fall,Clear,34.2560553633218,65.7439446366782
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,0,27.880000000000003,31.88145,51.3333,6.3337311,Fall,Clear,36.19227144203582,63.80772855796418
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,0,27.982499999999998,31.8502,65.8333,7.2083960000000005,Fall,Mist,18.139337298215803,81.8606627017842
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,0,30.510847000000002,34.6279,63.416700000000006,9.666960999999999,Fall,Clear,15.748709122203097,84.2512908777969
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,0,29.861653,32.7344,49.7917,17.542007,Fall,Clear,16.229665071770334,83.77033492822966
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,0,28.563347,31.8504,43.416700000000006,12.415904000000001,Fall,Clear,18.621940163191297,81.3780598368087
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,0,29.622500000000002,32.6081,39.625,6.874736,Fall,Clear,23.237597911227155,76.76240208877284
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,0,30.271653,33.3654,44.4583,7.709154,Fall,Clear,43.05528423520219,56.94471576479781
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,0,29.383347,33.42875,68.25,15.333486,Fall,Mist,49.085824908582495,50.91417509141751
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,0,29.793346999999997,33.27085,63.7917,5.4591064000000005,Fall,Mist,50.71984113850736,49.28015886149264
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,0,30.613346999999997,34.816900000000004,59.0417,8.459286,Fall,Clear,22.10075026795284,77.89924973204717
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,0,29.52,34.28165,74.33330000000001,10.042161,Fall,Clear,16.936703391661265,83.06329660833873
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,0,30.75,34.34355,65.125,10.666400000000001,Fall,Clear,16.4198606271777,83.5801393728223
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,0,29.075847,33.524150000000006,75.79169999999999,15.083643,Fall,Mist,17.12871287128713,82.87128712871286
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,0,30.066653000000002,33.2079,60.9167,11.250104,Fall,Clear,37.25637181409295,62.74362818590704
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,0,30.6475,34.50125,57.8333,12.292557,Fall,Clear,35.709895513214505,64.2901044867855
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,0,31.2625,36.4902,63.5833,18.916579,Fall,Clear,17.694566813509542,82.30543318649045
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,0,32.560846999999995,36.96375,55.9167,13.417017999999999,Fall,Clear,15.547205260685768,84.45279473931423
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,0,30.613346999999997,34.4702,63.1667,9.790911000000001,Fall,Clear,17.227084292952558,82.77291570704745
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,0,27.914153000000002,31.7552,47.625,16.124689,Fall,Clear,17.466561762391816,82.53343823760818
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,0,27.196652999999998,31.21855,59.12500000000001,12.249811,Fall,Clear,23.799205489346335,76.20079451065367
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,0,28.153347,31.91315,58.5,13.958914,Fall,Clear,40.823906803984464,59.176093196015536
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,0,29.485847,33.49165,60.4167,16.417211,Fall,Clear,37.834779328555264,62.16522067144474
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,0,30.613346999999997,35.19625,65.125,14.458867999999999,Fall,Clear,18.864961866307763,81.13503813369223
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,0,31.843347,37.37395,65.0417,8.7502,Fall,Clear,16.560229024443952,83.43977097555604
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,0,31.501653,37.3425,70.70830000000001,7.625739,Fall,Clear,14.866112650046167,85.13388734995382
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,0,33.415,41.31855,69.125,14.875407,Fall,Mist,16.701902748414376,83.29809725158562
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,0,34.781653,42.0448,58.0417,8.9177,Fall,Clear,16.592855033953352,83.40714496604666
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,0,34.815847,40.214349999999996,50.0,8.791807,Fall,Clear,30.04566210045662,69.95433789954339
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,0,34.03,39.74145,55.0833,11.334456999999999,Fall,Clear,29.11813643926789,70.88186356073211
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,0,30.476653000000002,36.0479,75.7083,6.0841560999999995,Fall,Clear,14.791666666666666,85.20833333333333
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,0,31.638347,34.84895,54.0833,13.417285999999999,Fall,Clear,16.33986928104575,83.66013071895425
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,0,31.775000000000002,34.53335,40.291700000000006,12.292020999999998,Fall,Clear,16.215635738831615,83.78436426116839
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,0,31.945847,36.995,58.3333,11.958093,Fall,Clear,13.804100227790434,86.19589977220957
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,0,34.371653,39.29835,54.25,11.667245999999999,Fall,Clear,17.420696827873115,82.57930317212688
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,0,32.970847,36.42685,46.5833,11.291979,Fall,Clear,34.83798882681564,65.16201117318435
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,0,33.039153,36.4898,48.0833,11.042470999999999,Fall,Clear,35.425383542538356,64.57461645746164
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,0,31.638347,35.1646,55.0833,10.500039,Fall,Clear,17.088607594936708,82.91139240506328
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,0,32.116653,35.35355,49.125,13.79195,Fall,Clear,16.53250773993808,83.46749226006192
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,0,29.998347,33.99685,65.75,9.084061,Fall,Mist,13.06659205372132,86.93340794627869
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,0,29.11,33.2394,75.75,13.20905,Fall,Mist,17.460664335664337,82.53933566433567
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,0,29.144153000000003,32.82835,63.083299999999994,12.374632,Fall,Clear,21.023427866831074,78.97657213316893
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,0,29.383347,33.807700000000004,75.5,15.29275,Fall,Mist,35.42151839776432,64.57848160223568
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,0,30.442500000000003,35.7646,75.29169999999999,13.499629,Fall,Clear,34.293262879788635,65.70673712021136
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,0,31.365000000000002,35.16415,59.2083,12.875725000000001,Fall,Clear,19.55617198335645,80.44382801664355
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,0,31.775000000000002,36.20605,57.04169999999999,10.125107,Fall,Clear,19.708822251195134,80.29117774880487
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,0,31.433346999999998,34.24915,42.4167,13.417285999999999,Fall,Clear,18.493723849372383,81.50627615062761
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,0,29.4175,32.57605,42.375,11.041332,Fall,Clear,16.9449081803005,83.0550918196995
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,0,29.041653,32.7021,41.5,8.416607,Fall,Clear,21.42711518858308,78.57288481141693
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,0,28.119153,32.2929,72.9583,14.167418,Fall,Mist,36.24096385542169,63.75903614457832
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,0,27.743347,31.219400000000004,81.75,14.916411,Fall,Mist,35.026178010471206,64.97382198952879
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,0,27.299153,30.80835,71.20830000000001,13.999918,Fall,Clear,17.865375749193177,82.13462425080682
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,0,28.734153000000003,32.29185,57.8333,15.834043000000001,Fall,Clear,15.259259259259258,84.74074074074073
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,0,29.656653,33.33355,57.5417,9.625689,Fall,Clear,14.230933106092886,85.76906689390712
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,0,29.178347000000002,33.1129,65.45830000000001,15.624936,Fall,Clear,16.793692509855454,83.20630749014455
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,0,28.085,31.661050000000003,72.2917,9.333635999999998,Fall,Mist,19.190946303876714,80.80905369612329
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,0,28.5975,32.4498,67.41669999999999,6.999289,Fall,Clear,36.87150837988827,63.128491620111724
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,0,29.144153000000003,33.776250000000005,77.0,16.666518,Fall,Clear,32.24890265943713,67.75109734056286
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,0,28.358347000000002,31.9127,47.0,18.54225,Fall,Clear,17.507356031946195,82.4926439680538
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,0,26.274153,30.303350000000002,45.5417,9.833121,Fall,Clear,21.73027989821883,78.26972010178118
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,0,27.606652999999998,31.5346,60.5,16.958236,Fall,Clear,18.499025341130604,81.5009746588694
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,0,28.050846999999997,32.2927,77.1667,14.125810999999999,Fall,Mist,12.28119706380576,87.71880293619424
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,0,28.7,32.98665,76.125,5.625487499999999,Fall,Clear,16.477150826003005,83.52284917399699
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,0,27.880000000000003,31.7778,85.0,25.166338999999997,Fall,Mist,20.269058295964125,79.73094170403587
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,0,28.989418999999998,32.397949999999994,56.1765,20.412153,Fall,Clear,32.648823257960316,67.35117674203968
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,0,26.103347,30.3979,55.45830000000001,10.708275,Fall,Clear,15.73154941735002,84.26845058264998
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,0,26.205847000000002,29.7352,54.833299999999994,8.375536,Fall,Clear,14.8923904688701,85.1076095311299
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,0,26.923347,30.556050000000003,59.791700000000006,5.5833311,Fall,Clear,13.602214313958086,86.39778568604191
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,0,26.855,30.746050000000004,63.916700000000006,9.500332,Fall,Clear,15.30791788856305,84.69208211143695
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,0,26.376653,30.2404,72.70830000000001,9.375243,Fall,Mist,18.510683308652425,81.48931669134758
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,0,27.435847,31.66065,71.6667,12.416775,Fall,Clear,43.153434433541484,56.846565566458516
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,0,29.075847,33.27145,74.20830000000001,13.833289,Fall,Clear,51.03238866396761,48.96761133603239
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,0,27.606652999999998,31.282300000000003,79.0417,14.250632,Fall,Mist,36.88451208594449,63.1154879140555
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,0,22.14,25.759999999999998,88.6957,23.044181,Fall,Light Precip,7.527675276752767,92.47232472324724
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,0,24.565847,27.21145,91.7083,6.500393600000001,Fall,Light Precip,5.911823647294589,94.0881763527054
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,0,25.990433,27.76805,93.9565,12.914116,Fall,Light Precip,8.306188925081432,91.69381107491856
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,0,26.650000000000002,28.9473,89.79169999999999,8.333393000000001,Fall,Mist,11.766365688487584,88.2336343115124
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,0,27.060000000000002,30.3981,75.375,10.291736,Fall,Clear,32.74087932647334,67.25912067352667
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,0,26.786653,30.46145,71.375,7.708618,Fall,Clear,32.362267142290925,67.63773285770908
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,0,26.418268,30.106500000000004,69.2174,5.957171000000001,Fall,Clear,14.64035646085296,85.35964353914704
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,0,26.684153,30.1777,71.25,9.500868,Fall,Clear,14.717614948561831,85.28238505143817
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,0,27.606652999999998,31.345,69.7083,11.2091,Fall,Clear,13.521421107628004,86.478578892372
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,0,23.677500000000002,27.68355,70.9167,18.166782,Fall,Mist,11.697185023230391,88.30281497676961
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,0,19.235847,23.07375,59.0417,11.000261,Fall,Mist,15.588235294117647,84.41176470588235
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,0,20.158347,23.9256,71.8333,12.708225,Fall,Mist,31.788960319219683,68.21103968078032
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,0,20.807499999999997,24.52685,69.5,11.958361,Fall,Clear,31.656527842770238,68.34347215722975
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,0,22.515846999999997,26.48375,69.0,10.166713999999999,Fall,Mist,15.2236175369024,84.7763824630976
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,0,23.028347,26.610850000000003,88.125,9.041917999999999,Fall,Mist,12.029662180719583,87.97033781928042
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,0,24.395,27.526650000000004,90.0,6.4590814,Fall,Mist,12.385110294117647,87.61488970588235
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,0,25.761653000000003,27.74815,90.2083,8.584375,Fall,Mist,11.574556830031282,88.42544316996872
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,0,24.975847,26.106249999999996,97.25,5.2505689,Winter,Mist,10.772442588726513,89.22755741127348
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,0,24.873347,28.2206,86.25,5.2516811,Winter,Mist,32.749400700719164,67.25059929928085
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,0,26.000847,28.631849999999996,84.5,3.3754064,Winter,Mist,30.81836327345309,69.1816367265469
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,0,26.615847000000002,29.452099999999998,84.8333,7.4169,Winter,Mist,14.773218142548597,85.2267818574514
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,0,26.103347,28.726249999999997,88.5417,7.917457,Winter,Mist,11.577669902912621,88.42233009708738
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,0,26.035,28.757899999999996,84.875,9.958143000000002,Winter,Mist,12.285641156897874,87.71435884310212
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,0,25.283347,28.7256,69.91669999999999,11.583161,Winter,Clear,13.494523661913618,86.50547633808638
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,0,23.130847,27.24145,64.75,13.833825,Winter,Clear,15.955401768550557,84.04459823144944
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,0,16.81,20.64315,75.375,19.583832,Winter,Mist,19.761218608480856,80.23878139151914
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,0,14.623347,17.26585,79.1667,14.874870999999999,Winter,Mist,21.110349554489378,78.88965044551063
